code,entry,exit,entry_p,exit_p,pnl,days,win,bin,month
sh600276,2025-11-12 11:30:00,2025-11-19 14:00:00,62.44,61.18,-2.02,7,0,-5~-2%,2025-11
sh600276,2025-11-26 11:30:00,2025-12-16 10:30:00,62.68,61.38,-2.07,19,0,-5~-2%,2025-12
sh600276,2025-12-23 11:30:00,2025-12-30 14:00:00,61.99,60.11,-3.03,7,0,-5~-2%,2025-12
sh600276,2026-01-05 11:30:00,2026-01-15 11:30:00,62.88,62.81,-0.11,10,0,-2~0%,2026-01
sh600276,2026-02-10 14:00:00,2026-02-26 11:30:00,58.57,57.14,-2.44,15,0,-5~-2%,2026-02
sh600276,2026-03-06 11:30:00,2026-03-23 11:30:00,55.21,53.68,-2.77,17,0,-5~-2%,2026-03
sh600276,2026-03-27 11:30:00,2026-04-13 15:00:00,54.46,55.37,1.67,17,1,0~2%,2026-04
sh600276,2026-04-15 11:30:00,2026-04-22 11:30:00,57.6,55.05,-4.43,7,0,-5~-2%,2026-04
sh600276,2026-04-23 11:30:00,2026-04-29 10:30:00,56.91,54.83,-3.65,5,0,-5~-2%,2026-04
sh600276,2026-05-12 15:00:00,2026-05-18 14:00:00,56.06,52.39,-6.55,5,0,-10~-5%,2026-05
sz000568,2025-06-19 11:30:00,2025-07-28 10:30:00,111.73,124.6,11.52,38,1,>10%,2025-07
sz000568,2025-07-30 14:00:00,2025-08-01 10:30:00,127.39,122.7,-3.68,1,0,-5~-2%,2025-08
sz000568,2025-08-05 11:30:00,2025-08-08 11:30:00,126.16,122.69,-2.75,3,0,-5~-2%,2025-08
sz000568,2025-08-12 11:30:00,2025-08-28 10:30:00,129.63,132.8,2.45,15,1,2~5%,2025-08
sz000568,2025-09-08 14:00:00,2025-09-18 11:30:00,139.79,134.92,-3.48,9,0,-5~-2%,2025-09
sz000568,2025-09-29 15:00:00,2025-10-13 11:30:00,133.52,127.42,-4.57,13,0,-5~-2%,2025-10
sz000568,2025-10-14 11:30:00,2025-10-24 14:00:00,131.28,131.38,0.08,10,1,0~2%,2025-10
sz000568,2025-10-31 11:30:00,2025-11-19 14:00:00,135.01,137.07,1.53,19,1,0~2%,2025-11
sz000568,2026-01-06 15:00:00,2026-01-15 11:30:00,118.46,115.42,-2.57,8,0,-5~-2%,2026-01
sz000568,2026-01-20 14:00:00,2026-01-22 10:30:00,116.17,113.33,-2.44,1,0,-5~-2%,2026-01
sz000568,2026-01-29 11:30:00,2026-02-10 11:30:00,118.63,117.86,-0.65,12,0,-2~0%,2026-02
sz000568,2026-03-13 14:00:00,2026-03-23 11:30:00,106.19,103.4,-2.63,9,0,-5~-2%,2026-03
sz000568,2026-03-30 14:00:00,2026-04-09 15:00:00,105.59,102.77,-2.67,10,0,-5~-2%,2026-04
sz000568,2026-04-23 11:30:00,2026-04-28 14:00:00,101.86,100.23,-1.6,5,0,-2~0%,2026-04
sh600809,2025-06-06 11:30:00,2025-06-09 14:00:00,183.54,178.11,-2.96,3,0,-5~-2%,2025-06
sh600809,2025-06-18 11:30:00,2025-06-25 14:00:00,177.74,176.76,-0.55,7,0,-2~0%,2025-06
sh600809,2025-07-09 11:30:00,2025-07-15 14:00:00,182.9,174.18,-4.77,6,0,-5~-2%,2025-07
sh600809,2025-07-18 11:30:00,2025-07-28 14:00:00,180.44,181.85,0.78,10,1,0~2%,2025-07
sh600809,2025-08-05 14:00:00,2025-08-28 11:30:00,181.14,198.57,9.62,22,1,5~10%,2025-08
sh600809,2025-09-08 14:00:00,2025-09-19 10:30:00,203.68,199.8,-1.9,10,0,-2~0%,2025-09
sh600809,2025-10-15 14:00:00,2025-10-21 11:30:00,193.31,190.94,-1.23,5,0,-2~0%,2025-10
sh600809,2025-10-28 11:30:00,2025-11-19 14:00:00,190.42,194.83,2.32,22,1,2~5%,2025-11
sh600809,2026-01-05 11:30:00,2026-01-15 11:30:00,174.92,172.99,-1.1,10,0,-2~0%,2026-01
sh600809,2026-01-29 15:00:00,2026-02-10 11:30:00,173.6,170.07,-2.03,11,0,-5~-2%,2026-02
sh600809,2026-03-03 15:00:00,2026-03-04 14:00:00,161.65,156.18,-3.38,0,0,-5~-2%,2026-03
sh600809,2026-03-13 14:00:00,2026-03-19 11:30:00,159.47,156.47,-1.88,5,0,-2~0%,2026-03
sh600809,2026-04-15 10:30:00,2026-04-22 10:30:00,138.28,136.0,-1.65,7,0,-2~0%,2026-04
sh600809,2026-04-23 11:30:00,2026-04-28 11:30:00,143.48,137.43,-4.22,5,0,-5~-2%,2026-04
sh600809,2026-04-29 11:30:00,2026-05-12 11:30:00,142.56,137.64,-3.45,13,0,-5~-2%,2026-05
sz002594,2025-06-11 11:30:00,2025-06-13 11:30:00,358.94,344.01,-4.16,2,0,-5~-2%,2025-06
sz002594,2025-06-24 11:30:00,2025-06-26 15:00:00,345.0,337.82,-2.08,2,0,-5~-2%,2025-06
sz002594,2025-07-17 11:30:00,2025-07-29 11:30:00,327.58,111.31,-66.02,12,0,<-10%,2025-07
sz002594,2025-08-13 11:30:00,2025-08-28 11:30:00,106.39,108.89,2.35,15,1,2~5%,2025-08
sz002594,2025-08-29 11:30:00,2025-09-03 14:00:00,113.33,108.47,-4.29,5,0,-5~-2%,2025-09
sz002594,2025-09-15 11:30:00,2025-09-22 11:30:00,109.66,107.8,-1.7,7,0,-2~0%,2025-09
sz002594,2025-09-25 15:00:00,2025-10-13 11:30:00,108.16,105.65,-2.32,17,0,-5~-2%,2025-10
sz002594,2025-11-10 11:30:00,2025-11-18 11:30:00,98.98,97.04,-1.96,8,0,-2~0%,2025-11
sz002594,2025-11-26 11:30:00,2025-12-03 15:00:00,95.01,95.05,0.04,7,1,0~2%,2025-12
sz002594,2025-12-12 14:00:00,2025-12-16 11:30:00,97.32,94.71,-2.68,3,0,-5~-2%,2025-12
sz002594,2025-12-26 11:30:00,2026-01-07 15:00:00,99.98,97.25,-2.73,12,0,-5~-2%,2026-01
sz002594,2026-01-29 10:30:00,2026-02-02 11:30:00,92.66,88.26,-4.75,4,0,-5~-2%,2026-02
sz002594,2026-02-05 11:30:00,2026-02-13 11:30:00,90.69,90.51,-0.2,8,0,-2~0%,2026-02
sz002594,2026-02-25 11:30:00,2026-02-27 11:30:00,91.91,89.23,-2.92,2,0,-5~-2%,2026-02
sz002594,2026-03-02 11:30:00,2026-03-26 15:00:00,92.51,102.82,11.14,24,1,>10%,2026-03
sz002594,2026-04-09 10:30:00,2026-04-21 11:30:00,100.21,101.8,1.59,12,1,0~2%,2026-04
sz002594,2026-04-27 11:30:00,2026-05-06 11:30:00,103.2,100.36,-2.75,9,0,-5~-2%,2026-05
sz002594,2026-05-25 11:30:00,2026-06-01 14:00:00,96.22,94.1,-2.2,7,0,-5~-2%,2026-06
sz000725,2025-06-04 14:00:00,2025-07-07 14:00:00,3.88,3.95,1.8,33,1,0~2%,2025-07
sz000725,2025-07-10 14:00:00,2025-07-16 11:30:00,4.04,3.95,-2.23,5,0,-5~-2%,2025-07
sz000725,2025-07-18 10:30:00,2025-08-14 11:30:00,4.04,3.97,-1.73,27,0,-2~0%,2025-08
sz000725,2025-08-21 10:30:00,2025-09-03 11:30:00,4.01,4.07,1.5,13,1,0~2%,2025-09
sz000725,2025-09-15 11:30:00,2025-09-23 14:00:00,4.19,4.08,-2.63,8,0,-5~-2%,2025-09
sz000725,2025-10-09 11:30:00,2025-10-13 11:30:00,4.3,4.08,-5.12,4,0,-10~-5%,2025-10
sz000725,2025-10-30 11:30:00,2025-11-03 11:30:00,4.11,4.04,-1.7,4,0,-2~0%,2025-11
sz000725,2025-11-11 10:30:00,2025-11-17 11:30:00,4.07,3.98,-2.21,6,0,-5~-2%,2025-11
sz000725,2025-12-03 14:00:00,2025-12-22 11:30:00,4.05,4.08,0.74,18,1,0~2%,2025-12
sz000725,2025-12-29 14:00:00,2026-01-20 11:30:00,4.17,4.43,6.24,21,1,5~10%,2026-01
sz000725,2026-01-27 14:00:00,2026-01-30 11:30:00,4.55,4.29,-5.71,2,0,-10~-5%,2026-01
sz000725,2026-02-24 15:00:00,2026-03-04 10:30:00,4.28,4.29,0.23,7,1,0~2%,2026-03
sz000725,2026-04-01 14:00:00,2026-05-06 10:30:00,4.03,4.11,1.99,34,1,0~2%,2026-05
sz000725,2026-05-06 15:00:00,2026-05-15 15:00:00,4.21,4.13,-1.9,9,0,-2~0%,2026-05
sz000725,2026-05-19 15:00:00,2026-05-29 11:30:00,4.29,5.16,20.28,9,1,>10%,2026-05
sz000725,2026-06-03 11:30:00,2026-06-09 15:00:00,5.87,6.52,11.07,6,1,>10%,2026-06
sh600030,2025-06-04 11:30:00,2025-06-19 11:30:00,25.84,26.11,1.04,15,1,0~2%,2025-06
sh600030,2025-06-24 11:30:00,2025-07-16 15:00:00,26.87,28.01,4.24,22,1,2~5%,2025-07
sh600030,2025-07-21 11:30:00,2025-08-01 15:00:00,28.85,28.71,-0.49,11,0,-2~0%,2025-08
sh600030,2025-08-13 14:00:00,2025-09-03 11:30:00,29.99,30.51,1.73,20,1,0~2%,2025-09
sh600030,2025-09-11 14:00:00,2025-09-17 10:30:00,30.28,29.29,-3.27,5,0,-5~-2%,2025-09
sh600030,2025-09-29 11:30:00,2025-10-13 11:30:00,29.23,29.0,-0.79,14,0,-2~0%,2025-10
sh600030,2025-10-27 11:30:00,2025-11-03 10:30:00,30.14,29.35,-2.62,6,0,-5~-2%,2025-11
sh600030,2025-12-05 15:00:00,2026-01-08 11:30:00,28.02,28.73,2.53,33,1,2~5%,2026-01
sh600030,2026-01-26 11:30:00,2026-02-24 10:30:00,28.34,27.76,-2.05,28,0,-5~-2%,2026-02
sh600030,2026-03-17 11:30:00,2026-03-20 11:30:00,26.4,25.47,-3.52,3,0,-5~-2%,2026-03
sh600030,2026-04-08 11:30:00,2026-04-24 11:30:00,24.42,26.06,6.72,16,1,5~10%,2026-04
sh600030,2026-04-27 15:00:00,2026-05-15 10:30:00,26.8,26.76,-0.15,17,0,-2~0%,2026-05
sh600030,2026-05-21 11:30:00,2026-05-27 14:00:00,26.98,25.61,-5.08,6,0,-10~-5%,2026-05
sz002142,2025-06-03 14:00:00,2025-06-30 11:30:00,27.26,27.43,0.62,26,1,0~2%,2025-06
sz002142,2025-07-02 11:30:00,2025-07-15 10:30:00,28.26,28.13,-0.46,12,0,-2~0%,2025-07
sz002142,2025-07-23 10:30:00,2025-08-01 10:30:00,27.26,27.97,2.6,9,1,2~5%,2025-08
sz002142,2025-08-06 15:00:00,2025-08-12 10:30:00,28.89,28.31,-2.01,5,0,-5~-2%,2025-08
sz002142,2025-08-25 11:30:00,2025-09-15 10:30:00,28.49,27.97,-1.83,20,0,-2~0%,2025-09
sz002142,2025-09-29 15:00:00,2025-11-17 11:30:00,26.9,29.18,8.48,48,1,5~10%,2025-11
sz002142,2025-12-15 14:00:00,2025-12-26 15:00:00,28.37,27.94,-1.52,11,0,-2~0%,2025-12
sz002142,2026-01-06 14:00:00,2026-01-09 14:00:00,28.61,28.15,-1.61,3,0,-2~0%,2026-01
sz002142,2026-01-13 11:30:00,2026-01-19 15:00:00,29.44,28.32,-3.8,6,0,-5~-2%,2026-01
sz002142,2026-01-22 14:00:00,2026-02-12 15:00:00,29.68,31.33,5.56,21,1,5~10%,2026-02
sz002142,2026-03-02 11:30:00,2026-03-11 11:30:00,32.03,30.97,-3.31,9,0,-5~-2%,2026-03
sz002142,2026-03-26 14:00:00,2026-05-07 14:00:00,30.58,32.37,5.85,42,1,5~10%,2026-05
sz002142,2026-05-29 14:00:00,2026-06-04 15:00:00,31.46,30.41,-3.34,6,0,-5~-2%,2026-06
sz002142,2026-06-09 11:30:00,2026-06-09 15:00:00,32.17,32.29,0.37,0,1,0~2%,2026-06
sh601398,2025-07-01 11:30:00,2025-07-14 11:30:00,7.72,7.91,2.46,13,1,2~5%,2025-07
sh601398,2025-07-31 15:00:00,2025-08-15 11:30:00,7.58,7.49,-1.19,14,0,-2~0%,2025-08
sh601398,2025-09-03 10:30:00,2025-09-18 15:00:00,7.57,7.33,-3.17,15,0,-5~-2%,2025-09
sh601398,2025-09-23 11:30:00,2025-10-09 11:30:00,7.37,7.22,-2.04,16,0,-5~-2%,2025-10
sh601398,2025-10-14 15:00:00,2025-10-31 11:30:00,7.47,7.72,3.35,16,1,2~5%,2025-10
sh601398,2025-11-04 11:30:00,2025-11-13 14:00:00,8.09,8.09,0.0,9,0,-2~0%,2025-11
sh601398,2025-11-20 14:00:00,2025-12-01 11:30:00,8.35,8.06,-3.47,10,0,-5~-2%,2025-12
sh601398,2026-01-05 10:30:00,2026-01-07 11:30:00,7.91,7.75,-2.02,2,0,-5~-2%,2026-01
sh601398,2026-01-13 11:30:00,2026-01-16 11:30:00,7.84,7.62,-2.81,3,0,-5~-2%,2026-01
sh601398,2026-03-03 11:30:00,2026-03-23 14:00:00,7.08,7.28,2.82,20,1,2~5%,2026-03
sh601398,2026-03-30 11:30:00,2026-04-07 11:30:00,7.49,7.4,-1.2,8,0,-2~0%,2026-04
sh601398,2026-04-15 10:30:00,2026-04-29 15:00:00,7.45,7.46,0.13,14,1,0~2%,2026-04
sh601398,2026-05-12 14:00:00,2026-05-13 11:30:00,7.51,7.24,-3.6,0,0,-5~-2%,2026-05
sh601398,2026-05-29 15:00:00,2026-06-09 15:00:00,7.19,7.54,4.87,11,1,2~5%,2026-06
sh601288,2025-07-04 14:00:00,2025-07-17 11:30:00,6.05,6.15,1.65,12,1,0~2%,2025-07
sh601288,2025-07-23 14:00:00,2025-08-28 11:30:00,6.3,6.97,10.63,35,1,>10%,2025-08
sh601288,2025-09-04 15:00:00,2025-09-16 11:30:00,7.36,7.1,-3.53,11,0,-5~-2%,2025-09
sh601288,2025-09-23 14:00:00,2025-10-31 11:30:00,6.71,7.91,17.88,37,1,>10%,2025-10
sh601288,2025-11-11 11:30:00,2025-11-18 11:30:00,8.28,8.15,-1.57,7,0,-2~0%,2025-11
sh601288,2025-12-09 14:00:00,2025-12-11 10:30:00,8.0,7.84,-2.0,1,0,-5~-2%,2025-12
sh601288,2025-12-23 11:30:00,2026-01-07 14:00:00,7.65,7.47,-2.35,15,0,-5~-2%,2026-01
sh601288,2026-01-13 11:30:00,2026-01-15 11:30:00,7.67,7.41,-3.39,2,0,-5~-2%,2026-01
sh601288,2026-01-27 11:30:00,2026-01-29 11:30:00,7.05,6.72,-4.68,2,0,-5~-2%,2026-01
sh601288,2026-02-10 11:30:00,2026-02-12 15:00:00,6.81,6.63,-2.64,2,0,-5~-2%,2026-02
sh601288,2026-03-02 14:00:00,2026-03-23 11:30:00,6.51,6.57,0.92,20,1,0~2%,2026-03
sh601288,2026-03-31 11:30:00,2026-04-08 11:30:00,6.66,6.59,-1.05,8,0,-2~0%,2026-04
sh601288,2026-04-14 15:00:00,2026-04-27 11:30:00,6.75,6.95,2.96,12,1,2~5%,2026-04
sh601288,2026-06-01 11:30:00,2026-06-09 15:00:00,6.38,6.6,3.45,8,1,2~5%,2026-06
sz000063,2025-06-04 11:30:00,2025-06-13 11:30:00,31.7,31.59,-0.35,9,0,-2~0%,2025-06
sz000063,2025-06-24 11:30:00,2025-08-04 14:00:00,31.75,33.63,5.92,41,1,5~10%,2025-08
sz000063,2025-08-13 11:30:00,2025-09-03 14:00:00,35.06,43.96,25.39,21,1,>10%,2025-09
sz000063,2025-09-11 14:00:00,2025-10-15 14:00:00,44.16,48.92,10.78,34,1,>10%,2025-10
sz000063,2025-11-25 11:30:00,2025-12-03 15:00:00,39.9,43.67,9.45,8,1,5~10%,2025-12
sz000063,2025-12-22 14:00:00,2026-01-15 11:30:00,37.64,39.53,5.02,23,1,5~10%,2026-01
sz000063,2026-01-23 14:00:00,2026-01-30 11:30:00,39.81,38.44,-3.44,6,0,-5~-2%,2026-01
sz000063,2026-02-10 15:00:00,2026-03-03 15:00:00,37.54,37.15,-1.04,21,0,-2~0%,2026-03
sz000063,2026-03-11 11:30:00,2026-03-16 11:30:00,37.47,35.73,-4.64,5,0,-5~-2%,2026-03
sz000063,2026-04-08 11:30:00,2026-05-15 10:30:00,33.49,37.64,12.39,36,1,>10%,2026-05
sz000063,2026-05-28 15:00:00,2026-06-02 10:30:00,38.3,35.12,-8.3,4,0,-10~-5%,2026-06
sz000063,2026-06-03 11:30:00,2026-06-09 15:00:00,37.74,39.14,3.71,6,1,2~5%,2026-06
sh600703,2025-06-24 11:30:00,2025-07-07 11:30:00,12.14,12.13,-0.08,13,0,-2~0%,2025-07
sh600703,2025-07-08 11:30:00,2025-08-01 10:30:00,12.38,12.46,0.65,23,1,0~2%,2025-08
sh600703,2025-08-07 14:00:00,2025-09-02 14:00:00,12.86,14.48,12.6,26,1,>10%,2025-09
sh600703,2025-09-05 15:00:00,2025-09-23 11:30:00,14.58,14.68,0.69,17,1,0~2%,2025-09
sh600703,2025-09-24 14:00:00,2025-10-13 10:30:00,15.5,14.75,-4.84,18,0,-5~-2%,2025-10
sh600703,2025-10-24 11:30:00,2025-10-29 14:00:00,14.39,14.22,-1.18,5,0,-2~0%,2025-10
sh600703,2025-12-01 10:30:00,2025-12-15 11:30:00,13.21,13.43,1.67,14,1,0~2%,2025-12
sh600703,2025-12-22 11:30:00,2026-01-13 11:30:00,13.41,14.61,8.95,22,1,5~10%,2026-01
sh600703,2026-01-16 14:00:00,2026-02-06 11:30:00,15.31,15.31,0.0,20,0,-2~0%,2026-02
sh600703,2026-02-26 11:30:00,2026-03-03 11:30:00,16.36,15.21,-7.03,5,0,-10~-5%,2026-03
sh600703,2026-03-05 11:30:00,2026-03-17 11:30:00,16.13,17.03,5.58,12,1,5~10%,2026-03
sh600703,2026-04-07 11:30:00,2026-04-28 11:30:00,12.07,14.24,17.98,21,1,>10%,2026-04
sh600703,2026-05-06 11:30:00,2026-05-15 15:00:00,14.49,16.03,10.63,9,1,>10%,2026-05
sh600703,2026-05-27 11:30:00,2026-06-01 15:00:00,17.12,15.35,-10.34,5,0,<-10%,2026-06
sh600703,2026-06-04 11:30:00,2026-06-09 15:00:00,17.06,17.3,1.41,5,1,0~2%,2026-06
sz002049,2025-06-06 10:30:00,2025-06-10 11:30:00,65.01,63.55,-2.25,4,0,-5~-2%,2025-06
sz002049,2025-06-18 15:00:00,2025-09-02 14:00:00,62.96,77.82,23.6,75,1,>10%,2025-09
sz002049,2025-09-10 14:00:00,2025-10-10 14:00:00,76.46,87.25,14.11,30,1,>10%,2025-10
sz002049,2025-10-27 10:30:00,2025-10-31 14:00:00,83.68,82.62,-1.27,4,0,-2~0%,2025-10
sz002049,2025-11-25 11:30:00,2025-12-15 14:00:00,75.57,75.57,0.0,20,0,-2~0%,2025-12
sz002049,2025-12-18 14:00:00,2026-01-20 14:00:00,76.54,82.77,8.14,33,1,5~10%,2026-01
sz002049,2026-01-23 14:00:00,2026-01-27 11:30:00,87.94,83.74,-4.78,3,0,-5~-2%,2026-01
sz002049,2026-01-29 10:30:00,2026-01-30 11:30:00,87.28,82.56,-5.41,1,0,-10~-5%,2026-01
sz002049,2026-02-25 14:00:00,2026-03-03 11:30:00,79.16,77.5,-2.1,5,0,-5~-2%,2026-03
sz002049,2026-03-10 11:30:00,2026-03-16 11:30:00,75.2,72.92,-3.03,6,0,-5~-2%,2026-03
sz002049,2026-04-08 11:30:00,2026-04-21 11:30:00,67.75,70.03,3.37,13,1,2~5%,2026-04
sz002049,2026-04-27 11:30:00,2026-05-08 14:00:00,72.74,76.24,4.81,11,1,2~5%,2026-05
sz002049,2026-05-11 11:30:00,2026-05-15 15:00:00,81.15,77.12,-4.97,4,0,-5~-2%,2026-05
sz002049,2026-05-21 11:30:00,2026-06-01 10:30:00,82.88,79.0,-4.68,10,0,-5~-2%,2026-06
sz300059,2025-05-29 14:00:00,2025-06-19 14:00:00,20.9,21.03,0.62,21,1,0~2%,2025-06
sz300059,2025-06-24 11:30:00,2025-07-21 14:00:00,21.78,23.14,6.24,27,1,5~10%,2025-07
sz300059,2025-07-23 14:00:00,2025-09-04 10:30:00,24.12,26.55,10.07,42,1,>10%,2025-09
sz300059,2025-09-11 14:00:00,2025-09-19 10:30:00,27.44,26.77,-2.44,7,0,-5~-2%,2025-09
sz300059,2025-09-29 15:00:00,2025-10-13 10:30:00,28.05,25.17,-10.27,13,0,<-10%,2025-10
sz300059,2025-10-24 15:00:00,2025-11-03 11:30:00,25.7,25.22,-1.87,9,0,-2~0%,2025-11
sz300059,2025-12-05 15:00:00,2025-12-16 11:30:00,23.63,22.79,-3.55,10,0,-5~-2%,2025-12
sz300059,2025-12-25 11:30:00,2026-01-15 11:30:00,23.29,24.04,3.22,21,1,2~5%,2026-01
sz300059,2026-02-25 11:30:00,2026-03-02 11:30:00,22.77,22.0,-3.38,5,0,-5~-2%,2026-03
sz300059,2026-03-17 11:30:00,2026-03-20 11:30:00,21.95,20.47,-6.74,3,0,-10~-5%,2026-03
sz300059,2026-04-08 11:30:00,2026-04-24 11:30:00,19.12,19.59,2.46,16,1,2~5%,2026-04
sz300059,2026-04-28 14:00:00,2026-05-14 15:00:00,20.3,20.47,0.84,16,1,0~2%,2026-05
sz300059,2026-05-21 11:30:00,2026-05-22 11:30:00,20.89,19.47,-6.8,1,0,-10~-5%,2026-05
sh600570,2025-05-29 14:00:00,2025-06-10 15:00:00,26.13,26.28,0.57,12,1,0~2%,2025-06
sh600570,2025-06-13 11:30:00,2025-06-20 11:30:00,28.01,27.84,-0.61,7,0,-2~0%,2025-06
sh600570,2025-06-23 15:00:00,2025-07-22 11:30:00,29.7,32.53,9.53,28,1,5~10%,2025-07
sh600570,2025-07-25 10:30:00,2025-08-01 15:00:00,33.88,35.23,3.98,7,1,2~5%,2025-08
sh600570,2025-08-13 10:30:00,2025-09-02 14:00:00,35.85,36.26,1.14,20,1,0~2%,2025-09
sh600570,2025-09-25 11:30:00,2025-10-13 11:30:00,34.78,33.42,-3.91,18,0,-5~-2%,2025-10
sh600570,2025-10-27 11:30:00,2025-10-31 11:30:00,32.37,31.44,-2.87,4,0,-5~-2%,2025-10
sh600570,2025-11-18 14:00:00,2025-11-21 11:30:00,29.93,28.32,-5.38,2,0,-10~-5%,2025-11
sh600570,2025-11-25 11:30:00,2025-12-03 11:30:00,30.02,28.41,-5.36,8,0,-10~-5%,2025-12
sh600570,2025-12-05 15:00:00,2025-12-17 11:30:00,29.29,28.72,-1.95,11,0,-2~0%,2025-12
sh600570,2025-12-25 11:30:00,2026-01-20 15:00:00,29.78,32.18,8.06,26,1,5~10%,2026-01
sh600570,2026-02-10 14:00:00,2026-02-24 11:30:00,31.0,30.04,-3.1,13,0,-5~-2%,2026-02
sh600570,2026-03-17 11:30:00,2026-03-20 11:30:00,28.06,26.45,-5.74,3,0,-10~-5%,2026-03
sh600570,2026-04-02 10:30:00,2026-04-24 11:30:00,25.71,25.94,0.89,22,1,0~2%,2026-04
sh600570,2026-04-30 11:30:00,2026-05-13 11:30:00,26.89,27.11,0.82,13,1,0~2%,2026-05
sz002230,2025-05-29 11:30:00,2025-06-10 15:00:00,46.34,47.85,3.26,12,1,2~5%,2025-06
sz002230,2025-06-25 15:00:00,2025-07-04 11:30:00,47.1,46.69,-0.87,8,0,-2~0%,2025-07
sz002230,2025-07-16 10:30:00,2025-08-01 14:00:00,47.36,48.13,1.63,16,1,0~2%,2025-08
sz002230,2025-08-14 11:30:00,2025-09-03 15:00:00,49.49,51.32,3.7,20,1,2~5%,2025-09
sz002230,2025-09-08 11:30:00,2025-09-23 14:00:00,53.05,51.02,-3.83,15,0,-5~-2%,2025-09
sz002230,2025-09-24 11:30:00,2025-10-13 14:00:00,53.85,55.01,2.15,19,1,2~5%,2025-10
sz002230,2025-10-24 15:00:00,2025-11-05 11:30:00,52.53,52.31,-0.42,11,0,-2~0%,2025-11
sz002230,2025-11-18 14:00:00,2025-11-21 11:30:00,51.67,49.0,-5.17,2,0,-10~-5%,2025-11
sz002230,2025-11-24 15:00:00,2025-12-03 15:00:00,50.6,48.68,-3.79,9,0,-5~-2%,2025-12
sz002230,2025-12-12 11:30:00,2025-12-17 10:30:00,49.27,48.74,-1.08,4,0,-2~0%,2025-12
sz002230,2025-12-31 11:30:00,2026-01-27 11:30:00,50.42,57.56,14.16,27,1,>10%,2026-01
sz002230,2026-01-29 11:30:00,2026-01-30 11:30:00,63.05,59.41,-5.77,1,0,-10~-5%,2026-01
sz002230,2026-02-10 14:00:00,2026-02-26 10:30:00,57.19,56.13,-1.85,15,0,-2~0%,2026-02
sz002230,2026-03-10 15:00:00,2026-03-13 14:00:00,53.69,52.12,-2.92,2,0,-5~-2%,2026-03
sz002230,2026-04-08 11:30:00,2026-04-24 11:30:00,47.41,47.96,1.16,16,1,0~2%,2026-04
sz002230,2026-05-06 11:30:00,2026-05-13 11:30:00,50.04,48.59,-2.9,7,0,-5~-2%,2026-05
sz002230,2026-05-26 11:30:00,2026-06-04 11:30:00,49.28,46.16,-6.33,9,0,-10~-5%,2026-06
sz300015,2025-05-29 15:00:00,2025-06-12 10:30:00,12.64,12.39,-1.98,13,0,-2~0%,2025-06
sz300015,2025-06-24 11:30:00,2025-07-07 10:30:00,12.13,12.14,0.08,12,1,0~2%,2025-07
sz300015,2025-07-09 11:30:00,2025-07-15 11:30:00,12.4,12.25,-1.21,6,0,-2~0%,2025-07
sz300015,2025-07-18 10:30:00,2025-08-01 15:00:00,12.48,12.8,2.56,14,1,2~5%,2025-08
sz300015,2025-08-13 14:00:00,2025-08-28 10:30:00,13.11,13.23,0.92,14,1,0~2%,2025-08
sz300015,2025-09-12 10:30:00,2025-09-19 11:30:00,13.08,12.52,-4.28,7,0,-5~-2%,2025-09
sz300015,2025-10-09 14:00:00,2025-10-21 10:30:00,12.61,12.35,-2.06,11,0,-5~-2%,2025-10
sz300015,2025-11-10 11:30:00,2025-11-17 11:30:00,12.23,12.16,-0.57,7,0,-2~0%,2025-11
sz300015,2025-12-08 11:30:00,2025-12-10 14:00:00,11.47,11.18,-2.53,2,0,-5~-2%,2025-12
sz300015,2025-12-17 15:00:00,2025-12-24 10:30:00,11.19,11.13,-0.54,6,0,-2~0%,2025-12
sz300015,2026-01-05 14:00:00,2026-01-16 11:30:00,11.17,11.46,2.6,10,1,2~5%,2026-01
sz300015,2026-01-30 10:30:00,2026-02-03 10:30:00,11.32,10.95,-3.27,4,0,-5~-2%,2026-02
sz300015,2026-02-05 11:30:00,2026-02-06 11:30:00,11.54,11.13,-3.55,1,0,-5~-2%,2026-02
sz300015,2026-02-24 14:00:00,2026-03-02 11:30:00,10.62,10.37,-2.35,5,0,-5~-2%,2026-03
sz300015,2026-03-17 11:30:00,2026-03-19 11:30:00,10.4,10.13,-2.6,2,0,-5~-2%,2026-03
sz300015,2026-03-31 10:30:00,2026-04-07 14:00:00,9.68,9.41,-2.79,7,0,-5~-2%,2026-04
sz300015,2026-04-08 11:30:00,2026-04-17 11:30:00,9.64,9.47,-1.76,9,0,-2~0%,2026-04
sz300015,2026-04-20 15:00:00,2026-05-07 14:00:00,9.67,10.52,8.79,16,1,5~10%,2026-05
sz300015,2026-05-14 10:30:00,2026-05-18 11:30:00,10.89,10.3,-5.42,4,0,-10~-5%,2026-05
sz300015,2026-05-29 14:00:00,2026-06-03 11:30:00,9.42,8.91,-5.41,4,0,-10~-5%,2026-06
sz000538,2025-06-03 14:00:00,2025-06-16 14:00:00,57.03,56.11,-1.61,13,0,-2~0%,2025-06
sz000538,2025-06-25 15:00:00,2025-07-15 11:30:00,55.73,55.66,-0.13,19,0,-2~0%,2025-07
sz000538,2025-07-22 14:00:00,2025-07-29 11:30:00,56.39,55.84,-0.98,6,0,-2~0%,2025-07
sz000538,2025-07-30 11:30:00,2025-08-04 14:00:00,57.87,55.86,-3.47,5,0,-5~-2%,2025-08
